"FMTNAME"	"START"	"END"	"LABEL"	"MIN"	"MAX"	"DEFAULT"	"LENGTH"	"FUZZ"	"PREFIX"	"MULT"	"FILL"	"NOEDIT"	"TYPE"	"SEXCL"	"EEXCL"	"HLO"	"DECSEP"	"DIG3SEP"	"DATATYPE"	"LANGUAGE"
"570"	"DUR"	"               9"	"               9"	"9"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"571"	"DUR"	"              10"	"              10"	"10"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"572"	"DUR"	"              11"	"              11"	"11"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"573"	"DUR"	"              12"	"              12"	"12"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"574"	"DUR"	"              13"	"              13"	"13"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"575"	"DUR"	"              14"	"              14"	"14"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"576"	"DUR"	"              15"	"              15"	"15"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"577"	"DUR"	"              16"	"              16"	"16"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"578"	"DUR"	"              17"	"              17"	"17"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"579"	"DUR"	"              18"	"              18"	"18"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"580"	"DUR"	"              19"	"              19"	"19"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"581"	"DUR"	"              20"	"              20"	"20"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"582"	"DUR"	"              21"	"              21"	"21"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"583"	"DUR"	"              22"	"              22"	"22"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"584"	"DUR"	"              23"	"              23"	"23"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"585"	"DUR"	"              24"	"              24"	"24"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"586"	"DUR"	"              25"	"              25"	"25"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"587"	"DUR"	"              26"	"              26"	"26"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"588"	"DUR"	"              27"	"              27"	"27"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"589"	"DUR"	"              28"	"              28"	"28"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"590"	"DUR"	"              29"	"              29"	"29"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"591"	"DUR"	"              30"	"              30"	"30"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"592"	"DUR"	"              31"	"              31"	"31"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"593"	"DUR"	"              32"	"              32"	"32"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"594"	"DUR"	"              33"	"              33"	"33"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"595"	"DUR"	"              34"	"              34"	"34"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"596"	"DUR"	"              35"	"              35"	"35"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"597"	"DUR"	"              36"	"              36"	"36"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"598"	"DUR"	"              37"	"              37"	"37"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"599"	"DUR"	"              38"	"              38"	"38"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"600"	"DUR"	"              39"	"              39"	"39"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"601"	"DUR"	"              40"	"              40"	"40"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"602"	"DUR"	"              41"	"              41"	"41"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"603"	"DUR"	"              42"	"              42"	"42"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"604"	"DUR"	"              43"	"              43"	"43"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"605"	"DUR"	"              44"	"              44"	"44"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"606"	"DUR"	"              45"	"              45"	"45"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"607"	"DUR"	"              46"	"              46"	"46"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"608"	"DUR"	"              47"	"              47"	"47"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"609"	"DUR"	"              48"	"              48"	"48"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"610"	"DUR"	"              49"	"              49"	"49"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"611"	"DUR"	"              50"	"              50"	"50"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"612"	"DUR"	"              51"	"              51"	"51"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"613"	"DUR"	"              52"	"              52"	"52"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"614"	"DUR"	"              53"	"              53"	"53"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"615"	"DUR"	"              54"	"              54"	"54"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"616"	"DUR"	"              55"	"              55"	"55"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"617"	"DUR"	"              56"	"              56"	"56"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"618"	"DUR"	"              57"	"              57"	"57"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"619"	"DUR"	"              58"	"              58"	"58"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"620"	"DUR"	"              59"	"              59"	"59"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"621"	"DUR"	"              60"	"              60"	"60"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"622"	"DUR"	"              61"	"              61"	"61"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"623"	"DUR"	"              62"	"              62"	"62"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"624"	"DUR"	"              63"	"              63"	"63"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"625"	"DUR"	"              64"	"              64"	"64"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"626"	"DUR"	"              65"	"              65"	"65"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"627"	"DUR"	"              66"	"              66"	"66"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"628"	"DUR"	"              67"	"              67"	"67"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"629"	"DUR"	"              68"	"              68"	"68"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"630"	"DUR"	"              69"	"              69"	"69"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"631"	"DUR"	"              70"	"              70"	"70"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"632"	"DUR"	"              71"	"              71"	"71"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"633"	"DUR"	"              72"	"              72"	"72"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"634"	"DUR"	"              73"	"              73"	"73"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"635"	"DUR"	"              74"	"              74"	"74"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"636"	"DUR"	"              75"	"              75"	"75"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"637"	"DUR"	"              76"	"              76"	"76"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"638"	"DUR"	"              77"	"              77"	"77"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"639"	"DUR"	"              78"	"              78"	"78"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"640"	"DUR"	"              79"	"              79"	"79"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"641"	"DUR"	"              80"	"              80"	"80"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"642"	"DUR"	"              81"	"              81"	"81"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"643"	"DUR"	"              82"	"              82"	"82"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"644"	"DUR"	"              83"	"              83"	"83"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"645"	"DUR"	"              84"	"              84"	"84"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"646"	"DUR"	"              85"	"              85"	"85"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"647"	"DUR"	"              86"	"              86"	"86"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"648"	"DUR"	"              87"	"              87"	"87"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"649"	"DUR"	"              88"	"              88"	"88"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"650"	"DUR"	"              89"	"              89"	"89"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"651"	"DUR"	"              90"	"              90"	"90"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"652"	"DUR"	"              91"	"              91"	"91"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"653"	"DUR"	"              92"	"              92"	"92"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"654"	"DUR"	"              93"	"              93"	"93"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"655"	"DUR"	"              94"	"              94"	"94"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"656"	"DUR"	"              95"	"              95"	"95"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"657"	"DUR"	"              96"	"              96"	"96"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"658"	"DUR"	"              97"	"              97"	"97"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"659"	"DUR"	"              98"	"              98"	"98"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"660"	"DUR"	"              99"	"              99"	"99"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"661"	"ECGINT"	"              .Y"	"              .Y"	"ND"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"662"	"ECGINT"	"              .Z"	"              .Z"	"NE"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"663"	"ECGINT"	"               1"	"               1"	"WITHIN NORMAL LIMITS"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"664"	"ECGINT"	"               2"	"               2"	"NON SIGNIFICANT ABNORMALITIES"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"665"	"ECGINT"	"               3"	"               3"	"SIGNIFICANT ABNORMALITIES"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"666"	"ECGINT"	"               4"	"               4"	"NOT DONE"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"667"	"ECGINT"	"              99"	"              99"	"MISSING"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"668"	"ECGND"	"              .Y"	"              .Y"	"ND"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"669"	"ECGND"	"              .Z"	"              .Z"	"NE"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"670"	"ECGND"	"               0"	"               0"	"NOT DONE"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"671"	"ELIG"	"               0"	"               0"	"No"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"672"	"ELIG"	"               1"	"               1"	"Yes"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"673"	"ELIG"	"               2"	"               2"	"Manual check"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"674"	"EVAFACT"	"               0"	"               0"	"NOT EVALUABLE"	1	40	13	13	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"675"	"EVAFACT"	"               1"	"               1"	"EVALUABLE"	1	40	13	13	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"676"	"FACT"	"               0"	"               0"	"NOT AT ALL"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"677"	"FACT"	"               1"	"               1"	"A LITTLE BIT"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"678"	"FACT"	"               2"	"               2"	"SOMEWHAT"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"679"	"FACT"	"               3"	"               3"	"QUITE A BIT"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"680"	"FACT"	"               4"	"               4"	"WHERY MUCH"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"681"	"FAUTOD"	"               0"	"               0"	"NO"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"682"	"FAUTOD"	"               1"	"               1"	"YES"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"683"	"FAUTOD"	"               2"	"               2"	"UNKNOWN"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"684"	"FCENSOR"	"               0"	"               0"	"CENSORED"	1	40	15	15	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"685"	"FCENSOR"	"               1"	"               1"	"FLUID RETENTION"	1	40	15	15	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"686"	"FTHMED"	"               1"	"               1"	"STUDY CHEMOTHERAPY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"687"	"FTHMED"	"               2"	"               2"	"CHEMOTHERAPY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"688"	"FTHMED"	"               3"	"               3"	"HORMONAL THERAPY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"689"	"FTHMED"	"               4"	"               4"	"SURGERY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"690"	"FTHMED"	"               5"	"               5"	"DISEASE - RELATED SURGERY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"691"	"FTHMED"	"               6"	"               6"	"RADIOTHERAPY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"692"	"FTHMED"	"               7"	"               7"	"RADIOPHARMACEUTICAL"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"693"	"FTHMED"	"               9"	"               9"	"IMMUNOTHERAPY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"694"	"FTHMED"	"              10"	"              10"	"BISPHOSPHONATES"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"695"	"FTHMED"	"              11"	"              11"	"SYSTEMIC CORTICOSTEROIDS"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"696"	"FTHMED"	"              12"	"              12"	"PC-SPES"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"697"	"FTHNONE"	"              .Y"	"              .Y"	"ND"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"698"	"FTHNONE"	"              .Z"	"              .Z"	"NE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"699"	"FTHNONE"	"               0"	"               0"	"NONE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"700"	"F_FACT"	"               1"	"               1"	"LAST ON-STUDY QOL ASSESSMENT"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"701"	"GLEASC"	"              .Y"	"              .Y"	"ND"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"702"	"GLEASC"	"              .Z"	"              .Z"	"NE"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"703"	"GLEASC"	"               1"	"               1"	"NOT ASSESSED"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"704"	"GLEASC"	"               2"	"               2"	"2"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"705"	"GLEASC"	"               3"	"               3"	"3"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"706"	"GLEASC"	"               4"	"               4"	"4"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"707"	"GLEASC"	"               5"	"               5"	"5"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"708"	"GLEASC"	"               6"	"               6"	"6"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"709"	"GLEASC"	"               7"	"               7"	"7"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"710"	"GLEASC"	"               8"	"               8"	"8"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"711"	"GLEASC"	"               9"	"               9"	"9"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"712"	"GLEASC"	"              10"	"              10"	"10"	1	40	12	12	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"713"	"HT"	"              .Y"	"              .Y"	"ND"	1	40	10	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"714"	"HT"	"              .Z"	"              .Z"	"NE"	1	40	10	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"715"	"IDRF"	"              .Y"	"              .Y"	"ND"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"716"	"IDRF"	"              .Z"	"              .Z"	"NE"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"717"	"IDRF"	"               1"	"               1"	"DEATH CERTIFICATE"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"718"	"IDRF"	"               2"	"               2"	"AUTOPSY"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"719"	"IDRF"	"               3"	"               3"	"HOSP. CHART NOTES/OTHER MEDICAL REPORT"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"720"	"IDRF"	"               4"	"               4"	"PHYSICIAN CONTACT"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"721"	"IDRF"	"               5"	"               5"	"FAMILY CONTACT"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"722"	"IDRF"	"              94"	"              94"	"OTHER"	1	40	38	38	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"723"	"INDIC"	"              .Y"	"              .Y"	"ND"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"724"	"INDIC"	"              .Z"	"              .Z"	"NE"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"725"	"INDIC"	"               1"	"               1"	"TUMOR RELATED PAIN"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"726"	"INDIC"	"               2"	"               2"	"TUMOR RELATED EXCLUDING PAIN"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"727"	"INDIC"	"               3"	"               3"	"PRE-EXISTING SIGNS & SYMPTOMS"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"728"	"INDIC"	"               4"	"               4"	"ADVERSE EVENT"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"729"	"INDIC"	"               5"	"               5"	"PROPHYLAXIS"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"730"	"INDIC"	"               6"	"               6"	"CURATIVE OR SYMPTOMATIC"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"731"	"INDIC"	"              94"	"              94"	"OTHER"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"732"	"IPCNY"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"733"	"IPCNY"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"734"	"IPCNY"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"735"	"IPCNY"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"736"	"KPF"	"               1"	"               1"	">=80"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"737"	"KPF"	"               2"	"               2"	"<80"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"738"	"LAB"	"              .Y"	"              .Y"	"ND"	1	40	14	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"739"	"LAB"	"              .Z"	"              .Z"	"NE"	1	40	14	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"740"	"LABND"	"               0"	"               0"	"NOT DONE"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"741"	"LCENSOR"	"               0"	"               0"	"CENSORED"	1	40	13	13	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"742"	"LCENSOR"	"               1"	"               1"	"LVEF DECREASE"	1	40	13	13	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"743"	"LESRESP"	"               1"	"               1"	"CR"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"744"	"LESRESP"	"               2"	"               2"	"PR"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"745"	"LESRESP"	"               3"	"               3"	"NC/SD"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"746"	"LESRESP"	"               4"	"               4"	"PD"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"747"	"LESRESP"	"               5"	"               5"	"NL"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"748"	"LESRESP"	"               6"	"               6"	"NE"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"749"	"LESRESP"	"               7"	"               7"	"NA"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"750"	"LNDEP"	"               0"	"               0"	"NONE"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"751"	"LNDEP"	"               1"	"               1"	"SUPERFICIAL"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"752"	"LNDEP"	"               2"	"               2"	"DEEP"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"753"	"LNDEP"	"               3"	"               3"	"UNSPECIFIED"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"754"	"LOWLMT"	"              .Y"	"              .Y"	"ND"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"755"	"LOWLMT"	"              .Z"	"              .Z"	"NE"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"756"	"LSAMBAS"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"757"	"LSAMBAS"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"758"	"LSAMBAS"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"759"	"LTVAL"	"              .I"	"              .I"	"I"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"760"	"LTVAL"	"              .Y"	"              .Y"	"ND"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"761"	"LVBL"	"               1"	"               1"	"BASELINE LVEF"	1	40	13	13	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"762"	"LVEF"	"              .Y"	"              .Y"	"ND"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"763"	"LVEF"	"              .Z"	"              .Z"	"NE"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
